SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
204045,0,Cash loans,M,Y,Y,2,265500.0,1762110.0,48586.5,1575000.0,Family,Pensioner,Higher education,Married,House / apartment,0.019101,-19333,365243,-13.0,-1035,9.0,1,0,0,1,0,0,Unknown,4.0,2,2,THURSDAY,13,0,0,0,0,0,0,Unknown,0.6432485298157853,0.6936554014841687,0.1819591097862785,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Missing,Missing,-999.0,Missing,Missing,0.0,0.0,0.0,0.0,-472.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
205159,0,Cash loans,F,N,Y,0,118350.0,508495.5,20295.0,454500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.00712,-21758,365243,-11030.0,-4564,0.0,1,0,0,1,1,0,Unknown,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Unknown,,0.5802129794371108,0.5902333386185574,0.1485,0.0757,0.9851,0.7959999999999999,-999.0,0.16,0.1379,0.3333,-999.0,0.0777,0.121,0.0958,-999.0,0.005,0.1513,0.0786,0.9851,0.804,-999.0,0.1611,0.1379,0.3333,-999.0,0.0795,0.1322,0.0998,-999.0,0.0053,0.1499,0.0757,0.9851,0.7987,-999.0,0.16,0.1379,0.3333,-999.0,0.0791,0.1231,0.0975,-999.0,0.0052,Missing,block of flats,0.1228,"Stone, brick",No,10.0,2.0,10.0,0.0,-979.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0
220224,0,Cash loans,F,N,N,0,94500.0,755190.0,36459.0,675000.0,Unaccompanied,State servant,Higher education,Married,Municipal apartment,0.008068,-12189,-895,-2110.0,-4259,0.0,1,1,0,1,0,0,Core staff,2.0,3,3,SATURDAY,7,0,0,0,0,0,0,Housing,,0.0527958579866897,0.5136937663039473,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Missing,Missing,-999.0,Missing,Missing,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
237190,0,Cash loans,F,Y,Y,0,144000.0,408780.0,25137.0,337500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-20858,365243,-8519.0,-4203,17.0,1,0,0,1,1,0,Unknown,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Unknown,0.6199509695740717,0.7561038558513477,0.6817058776720116,0.1103,0.0464,0.9826,0.762,0.0253,0.08,0.0345,0.4583,0.5,0.0429,0.0899,0.0793,0.0,0.0,0.1124,0.0481,0.9826,0.7713,0.0255,0.0806,0.0345,0.4583,0.5,0.0439,0.0983,0.0826,0.0,0.0,0.1114,0.0464,0.9826,0.7652,0.0255,0.08,0.0345,0.4583,0.5,0.0437,0.0915,0.0807,0.0,0.0,reg oper account,block of flats,0.0623,Panel,No,5.0,0.0,5.0,0.0,-1988.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,1.0,2.0
237514,0,Cash loans,F,N,Y,0,157500.0,508500.0,31239.0,508500.0,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.026392,-15935,-2950,-2950.0,-3636,0.0,1,1,0,1,0,0,Unknown,1.0,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.5772638034939541,0.7023029018780648,0.7826078370261895,0.0557,0.0358,0.9806,-999.0,-999.0,0.04,0.0345,0.3333,-999.0,-999.0,-999.0,0.0308,-999.0,0.0,0.0567,0.0372,0.9806,-999.0,-999.0,0.0403,0.0345,0.3333,-999.0,-999.0,-999.0,0.0321,-999.0,0.0,0.0562,0.0358,0.9806,-999.0,-999.0,0.04,0.0345,0.3333,-999.0,-999.0,-999.0,0.0313,-999.0,0.0,Missing,block of flats,0.0366,"Stone, brick",No,1.0,0.0,1.0,0.0,-35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
240884,0,Cash loans,F,N,N,0,121500.0,675000.0,49117.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-8564,-1029,-3336.0,-531,0.0,1,1,0,1,0,0,Unknown,2.0,2,2,THURSDAY,7,0,0,0,1,1,0,Construction,0.4015600936662597,0.4347031190654097,0.5549467685334323,0.0722,0.0785,0.9757,-999.0,-999.0,0.0,0.1379,0.1667,-999.0,0.0436,-999.0,0.0654,-999.0,0.0,0.0735,0.0815,0.9757,-999.0,-999.0,0.0,0.1379,0.1667,-999.0,0.0446,-999.0,0.0681,-999.0,0.0,0.0729,0.0785,0.9757,-999.0,-999.0,0.0,0.1379,0.1667,-999.0,0.0443,-999.0,0.0666,-999.0,0.0,Missing,block of flats,0.0556,"Stone, brick",No,7.0,1.0,7.0,1.0,-448.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
244413,0,Cash loans,F,N,Y,0,180000.0,781920.0,25969.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-19779,-9043,-5385.0,-3332,0.0,1,1,0,1,0,0,Medicine staff,2.0,3,3,THURSDAY,9,0,0,0,0,1,1,Medicine,,0.2801824502452667,0.6092756673894402,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Missing,Missing,-999.0,Missing,Missing,0.0,0.0,0.0,0.0,-1121.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
244438,0,Cash loans,F,N,Y,0,157500.0,495000.0,19759.5,495000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-20152,365243,-191.0,-3593,0.0,1,0,0,1,1,0,Unknown,2.0,2,2,SATURDAY,13,0,0,0,0,0,0,Unknown,,0.1724975081477771,0.6347055309763198,0.2089,0.0757,0.999,0.9864,0.0556,0.2132,0.1607,0.375,0.2638,0.0473,0.1684,0.2211,0.009,0.0661,0.0567,0.0114,0.999,0.9869,0.0,0.0806,0.069,0.2083,0.25,0.0169,0.0496,0.0539,0.0,0.0316,0.1541,0.0243,0.999,0.9866,0.0,0.16,0.1379,0.25,0.25,0.0381,0.1266,0.1564,0.0,0.0512,reg oper account,block of flats,0.4514,Panel,No,0.0,0.0,0.0,0.0,-1936.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
247899,0,Cash loans,M,Y,Y,0,202500.0,562932.0,30667.5,427500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-11047,-2016,-5121.0,-3625,1.0,1,1,1,1,0,0,Core staff,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,Medicine,0.4148713167417375,0.7137211058383973,0.6879328378491735,0.1227,0.129,0.9836,0.7756,0.0156,0.0,0.2759,0.1667,0.2083,0.1165,0.1,0.1148,0.0,0.0,0.125,0.1339,0.9836,0.7844,0.0158,0.0,0.2759,0.1667,0.2083,0.1192,0.1093,0.1196,0.0,0.0,0.1239,0.129,0.9836,0.7786,0.0157,0.0,0.2759,0.1667,0.2083,0.1186,0.1018,0.1169,0.0,0.0,reg oper account,block of flats,0.0903,Panel,No,0.0,0.0,0.0,0.0,-531.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
253617,0,Revolving loans,F,N,Y,0,121500.0,292500.0,14625.0,292500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-15672,-1449,-9812.0,-4633,0.0,1,1,0,1,1,0,Laborers,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 1,,0.627990331598353,0.5082869913916046,0.1021,0.1383,0.9801,0.728,0.0139,0.0,0.2069,0.1667,0.2083,0.0829,0.0807,0.0919,0.0116,0.0277,0.104,0.1435,0.9801,0.7387,0.014,0.0,0.2069,0.1667,0.2083,0.0848,0.0882,0.0957,0.0117,0.0293,0.1031,0.1383,0.9801,0.7316,0.014,0.0,0.2069,0.1667,0.2083,0.0843,0.0821,0.0935,0.0116,0.0282,not specified,block of flats,0.0859,"Stone, brick",No,2.0,0.0,2.0,0.0,-386.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
267969,0,Cash loans,M,N,Y,0,67500.0,224136.0,12996.0,198000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-24013,365243,-12946.0,-4498,0.0,1,0,0,1,0,0,Unknown,2.0,3,3,MONDAY,13,0,0,0,0,0,0,Unknown,,0.0674820541449092,0.4776491548517548,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Missing,Missing,-999.0,Missing,No,12.0,0.0,12.0,0.0,-2326.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
