SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
197331,1,Cash loans,F,N,Y,0,135000.0,640080.0,31261.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.022625,-18446,-9076,-7021.0,-1778,0.0,1,1,0,1,0,0,Laborers,1.0,2,2,TUESDAY,17,0,0,0,0,0,0,Industry: type 2,0.738636267905937,0.5001276221301946,,0.033,0.0078,0.9727,0.626,0.0028,0.0,0.069,0.125,0.1667,0.0082,0.0269,0.0256,0.0,0.0,0.0336,0.0081,0.9727,0.6406,0.0028,0.0,0.069,0.125,0.1667,0.0084,0.0294,0.0267,0.0,0.0,0.0333,0.0078,0.9727,0.631,0.0028,0.0,0.069,0.125,0.1667,0.0083,0.0274,0.026,0.0,0.0,reg oper account,block of flats,0.0201,"Stone, brick",No,0.0,0.0,0.0,0.0,-1346.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
221207,1,Cash loans,F,N,Y,1,135000.0,835380.0,40320.0,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.006852,-11842,-2437,-2406.0,-3143,0.0,1,1,0,1,0,0,Medicine staff,3.0,3,3,MONDAY,6,0,0,0,0,0,0,Medicine,,0.613344263344527,0.6161216908872079,0.0031,-999.0,0.9608,-999.0,-999.0,0.0,0.0345,0.0,-999.0,0.0048,-999.0,0.0018,-999.0,0.0058,0.0032,-999.0,0.9608,-999.0,-999.0,0.0,0.0345,0.0,-999.0,0.0049,-999.0,0.0019,-999.0,0.0061,0.0031,-999.0,0.9608,-999.0,-999.0,0.0,0.0345,0.0,-999.0,0.0049,-999.0,0.0018,-999.0,0.0059,Missing,terraced house,0.0026,Wooden,No,0.0,0.0,0.0,0.0,-411.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
224269,1,Cash loans,M,N,Y,0,135000.0,225000.0,11911.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,0.018209,-9225,-1125,-2642.0,-1683,0.0,1,1,0,1,0,0,Laborers,1.0,3,3,SATURDAY,8,0,0,0,1,1,0,Industry: type 1,0.06867517416494,0.0182032054330522,0.3689687382528466,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Missing,Missing,-999.0,Missing,Missing,3.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
228435,1,Cash loans,M,N,Y,1,229500.0,797818.5,40864.5,634500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010032,-12671,-570,-223.0,-4262,0.0,1,1,0,1,0,0,Laborers,3.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.1587187294583704,0.3861201072210694,0.4048783643353997,0.0718,0.067,0.9806,0.7348,0.0209,0.0532,0.0917,0.2775,0.3192,0.0863,0.0586,0.0721,0.0039,0.0085,0.0693,0.0592,0.9811,0.7517,0.0176,0.0806,0.069,0.3333,0.375,0.0627,0.0606,0.0668,0.0,0.0,0.0739,0.0571,0.9811,0.7451,0.0178,0.08,0.069,0.3333,0.375,0.0977,0.0607,0.0768,0.0039,0.0032,reg oper account,block of flats,0.0696,Panel,No,5.0,0.0,5.0,0.0,-1946.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
237856,1,Cash loans,F,N,Y,0,112500.0,355536.0,18283.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-15355,-1343,-233.0,-4676,0.0,1,1,1,1,0,0,High skill tech staff,2.0,1,1,THURSDAY,14,0,1,1,0,1,1,Government,,0.6674382319781625,0.3572932680336494,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Missing,Missing,-999.0,Missing,Missing,0.0,0.0,0.0,0.0,-799.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
267084,1,Cash loans,F,Y,Y,0,202500.0,755190.0,30078.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-21307,365243,-8932.0,-4404,8.0,1,0,0,1,0,0,Unknown,2.0,3,3,FRIDAY,12,0,0,0,0,0,0,Unknown,0.5618526649633491,0.49487958137491,0.5762088360175724,-999.0,-999.0,0.9866,-999.0,-999.0,0.28,0.2414,0.3333,-999.0,-999.0,-999.0,0.2553,-999.0,0.1709,-999.0,-999.0,0.9866,-999.0,-999.0,0.282,0.2414,0.3333,-999.0,-999.0,-999.0,0.266,-999.0,0.1809,-999.0,-999.0,0.9866,-999.0,-999.0,0.28,0.2414,0.3333,-999.0,-999.0,-999.0,0.2599,-999.0,0.1745,Missing,Missing,0.238,Missing,No,0.0,0.0,0.0,0.0,-1601.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
269411,1,Revolving loans,F,N,Y,0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.018209,-7913,-382,-7805.0,-582,0.0,1,1,0,1,0,0,Core staff,1.0,3,3,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.1303280100697444,0.2824238913726971,,0.1464,0.1033,0.9866,0.8164,0.0372,0.16,0.1379,0.3333,0.375,0.0744,0.1177,0.1448,0.0077,0.0157,0.1492,0.1072,0.9866,0.8236,0.0375,0.1611,0.1379,0.3333,0.375,0.0761,0.1286,0.1509,0.0078,0.0167,0.1478,0.1033,0.9866,0.8189,0.0374,0.16,0.1379,0.3333,0.375,0.0757,0.1197,0.1474,0.0078,0.0161,reg oper account,block of flats,0.1377,Panel,No,0.0,0.0,0.0,0.0,-162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
287751,1,Cash loans,F,N,Y,0,171000.0,122256.0,8298.0,108000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-18001,-535,-3658.0,-1559,0.0,1,1,1,1,0,0,Laborers,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.4336037162906278,0.5805538177205133,0.191821602413606,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Missing,Missing,-999.0,Missing,Missing,0.0,0.0,0.0,0.0,-742.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
296426,1,Cash loans,M,N,N,0,153000.0,270000.0,15498.0,270000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,With parents,0.005002,-9609,-734,-2654.0,-837,0.0,1,1,0,1,1,0,Unknown,1.0,3,3,FRIDAY,8,0,0,0,0,0,0,Transport: type 4,,0.0661054117029027,0.363945238612397,0.0619,-999.0,0.996,-999.0,-999.0,0.0,0.1379,0.1667,-999.0,0.0473,-999.0,0.0637,-999.0,0.0151,0.063,-999.0,0.996,-999.0,-999.0,0.0,0.1379,0.1667,-999.0,0.0484,-999.0,0.0664,-999.0,0.016,0.0625,-999.0,0.996,-999.0,-999.0,0.0,0.1379,0.1667,-999.0,0.0482,-999.0,0.0649,-999.0,0.0154,Missing,block of flats,0.0501,Panel,No,0.0,0.0,0.0,0.0,-646.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
299609,1,Revolving loans,F,N,N,0,135000.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.006629,-15816,-1409,-2247.0,-170,0.0,1,1,0,1,0,1,Sales staff,2.0,2,2,FRIDAY,11,0,0,0,1,1,0,Trade: type 7,0.4364345445569521,0.1710694802866131,,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Missing,Missing,-999.0,Missing,Missing,4.0,0.0,4.0,0.0,-2422.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
